code,Unnamed: 0,title,pub_date,citations,abstract,class,year,abstract_processed,topic,class_topic,core,louvain,topiclouvain,GTcore
US20200287925A1,932,Entity Group Behavior Profiling ,2020-09-10,"['US10257221B2', 'US10447708B2', 'US9838408B1', 'US9495188B1', 'US9705922B2', 'US10853443B2', 'US10313475B2', 'US10666686B1', 'US9848016B2', 'US9667651B2', 'US20200228563A1', 'US10270744B2', 'US9917864B2', 'US10608983B2', 'US10454953B1', 'US9369479B2', 'US20180352004A1', 'US10757134B1', 'US10425383B2', 'US9392001B2', 'US10230689B2', 'US10637880B1', 'US9838407B1', 'US20200177548A1']","
Entity group behavior profiling. An entity group is created that includes multiple entities, where each entity represents one of a user, a machine, and a service. A behavior profile is created for each one of the entities of the entity group. The behavior of each of one of the entities of the entity group is monitored to detect behavior change. An indicator of compromise is detected based on multiple ones of the entities experiencing substantially a same behavior change.
",H04,2020,"
entity group behavior profiling an entity group is created that includes multiple entities where each entity represents one of a user a machine and a service a behavior profile is created for each one of the entities of the entity group the behavior of each of one of the entities of the entity group is monitored to detect behavior change an indicator of compromise is detected based on multiple ones of the entities experiencing substantially a same behavior change
",5,H04_5,2,2.0,4.0,4.0
US10496816B2,1072,Supplementary activity monitoring of a selected subset of network entities ,2019-12-03,"['US10331720B2', 'US20200287807A1', 'US10866991B1', 'US10719525B2', 'US10678805B2', 'US10693743B2', 'US10713314B2', 'US10673870B2', 'US10911470B2', 'US20170139996A1', 'US10700950B2', 'US20170142143A1', 'US9202249B1', 'US20190372868A1', 'US10848510B2', 'US10855712B2', 'US10609059B2', 'US10387448B2', 'US20190163350A1', 'US10855793B2', 'US10778712B2', 'US10606857B2', 'US20200014593A1', 'US10592694B2', 'US20200026634A1']","
Systems and methods are disclosed for associating an entity with a risk score that may indicate a security threat associated with the entity's activity. An exemplary method may involve monitoring the activity of a subset of the set of entities (e.g., entities included in a watch list) by executing a search query against events indicating the activity of the subset of entities. The events may be associated with timestamps and may include machine data. Executing the search query may produce search results that pertain to activity of a particular entity from the subset. The search results may be evaluated based on a triggering condition corresponding to the statistical baseline. When the triggering condition is met, a risk score for the particular entity may be updated. The updated risk score may be displayed to a user via a graphical user interface (GUI).
",G06,2019,"
systems and methods are disclosed for associating an entity with a risk score that may indicate a security threat associated with the entity's activity an exemplary method may involve monitoring the activity of a subset of the set of entities (eg entities included in a watch list) by executing a search query against events indicating the activity of the subset of entities the events may be associated with timestamps and may include machine data executing the search query may produce search results that pertain to activity of a particular entity from the subset the search results may be evaluated based on a triggering condition corresponding to the statistical baseline when the triggering condition is met a risk score for the particular entity may be updated the updated risk score may be displayed to a user via a graphical user interface (gui)
",5,G06_5,2,8.0,2.0,4.0
US10693743B2,1075,Displaying interactive topology maps of cloud computing resources ,2020-06-23,"['US20200336390A1', 'US10372722B2', 'US10305758B1', 'US10866991B1', 'US10515469B2', 'US10193775B2', 'US10205643B2', 'US20190250799A1', 'US10673870B2', 'US10185740B2', 'US20180024901A1', 'US20200364279A1', 'US20200125534A1', 'US10700950B2', 'US10547695B2', 'US20190372868A1', 'US20150026167A1', 'US10855712B2', 'US10243818B2', 'US10209956B2', 'US10417108B2', 'US20200242139A1', 'US20180081935A1', 'US10592694B2', 'US20190377463A1']","
Techniques and mechanisms are disclosed that enable collection of various types of data from cloud computing services and the generation of various dashboards and visualizations to view information about collections of cloud computing resources. A user can configure collection of data from one or more cloud computing services and view visualizations using an application platform referred to herein as a cloud computing management application. A cloud computing management application further may be configured to generate and cause display of interactive topology map representations of cloud computing resources based on the collected data, where an interactive topology map enables users to view an intuitive visualization of a collection of computing resources, efficiently cause performance of actions with respect to various resources displayed in the topology map, and analyze the collection of resources in ways that are not possible using conventional cloud computing service management consoles.
",H04,2020,"
techniques and mechanisms are disclosed that enable collection of various types of data from cloud computing services and the generation of various dashboards and visualizations to view information about collections of cloud computing resources a user can configure collection of data from one or more cloud computing services and view visualizations using an application platform referred to herein as a cloud computing management application a cloud computing management application further may be configured to generate and cause display of interactive topology map representations of cloud computing resources based on the collected data where an interactive topology map enables users to view an intuitive visualization of a collection of computing resources efficiently cause performance of actions with respect to various resources displayed in the topology map and analyze the collection of resources in ways that are not possible using conventional cloud computing service management consoles
",5,H04_5,2,8.0,2.0,4.0
US10305922B2,1076,Detecting security threats in a local network ,2019-05-28,"['US20200356666A1', 'US10356106B2', 'CA2926579C', 'US9888024B2', 'US10009366B2', 'US10911470B2', 'US10721243B2', 'US10469514B2', 'JP6585131B2', 'US9306964B2', 'US9503469B2', 'US20200358808A1', 'US10587646B2', 'US20190173904A1', 'US10609059B2', 'US9832219B2', 'US9516062B2', 'JP2020039137A', 'US10326672B2', 'US10333971B2', 'US10148685B2', 'US10476905B2', 'US9838407B1']","
Disclosed is a system for detecting security threats in a local network. A security analytics system collects data about entities in the local network. The security analytics system identifies the entities in the raw data and determines a set of properties about each of the identified entities. The entity properties contain information about the entity and can be temporary or permanent properties about the entity. The security analytics system determines relationships between the identified entities and can be determined based on the entity properties for the identified properties. An entity graph is generated that describes the entity relationships, wherein the nodes of the entity graph represent entities and the edges of the entity graph represent entity relationships. The security analytics system provides a user interface to a user that contains the entity graph and the relationships described therein.
",H04,2019,"
disclosed is a system for detecting security threats in a local network a security analytics system collects data about entities in the local network the security analytics system identifies the entities in the raw data and determines a set of properties about each of the identified entities the entity properties contain information about the entity and can be temporary or permanent properties about the entity the security analytics system determines relationships between the identified entities and can be determined based on the entity properties for the identified properties an entity graph is generated that describes the entity relationships wherein the nodes of the entity graph represent entities and the edges of the entity graph represent entity relationships the security analytics system provides a user interface to a user that contains the entity graph and the relationships described therein
",5,H04_5,2,2.0,4.0,4.0
US20170142143A1,1251,Identifying notable events based on execution of correlation searches ,2017-05-18,"['US10139997B2', 'US9940373B2', 'US10606856B2', 'US10382472B2', 'EP3262538B1', 'US10599723B2', 'US10678805B2', 'US10205643B2', 'US10713314B2', 'US20190163675A1', 'US10761687B2', 'US9582585B2', 'US20180157719A1', 'US10250628B2', 'EP3107026B1', 'US10848510B2', 'US10587633B2', 'US10185821B2', 'US20180024702A1', 'US20200242139A1', 'US20180081935A1', 'US9633106B1', 'US10469344B2', 'US10592694B2', 'US20200026634A1']","
Systems and methods are provided for identifying network addresses and/or IDs of a deduplicated list among network data, machine data, and/or events derived from network data and/or machine data, and for identifying notable events by searching for the presence of network addresses and/or network IDs that are deduplicated across lists received from multiple external sources. One method includes receiving a plurality of lists of network locations, wherein each list is received from over a network, wherein each of the network locations includes a domain name or an IP address, and wherein at least two of the plurality of lists each include a same network location; aggregating the plurality of lists of network locations into a deduplicated list of unique network locations; and searching network data or machine data for a network location included in the deduplicated list of unique network locations.
",H04,2017,"
systems and methods are provided for identifying network addresses and/or ids of a deduplicated list among network data machine data and/or events derived from network data and/or machine data and for identifying notable events by searching for the presence of network addresses and/or network ids that are deduplicated across lists received from multiple external sources one method includes receiving a plurality of lists of network locations wherein each list is received from over a network wherein each of the network locations includes a domain name or an ip address and wherein at least two of the plurality of lists each include a same network location; aggregating the plurality of lists of network locations into a deduplicated list of unique network locations; and searching network data or machine data for a network location included in the deduplicated list of unique network locations
",5,H04_5,2,8.0,2.0,4.0
US10425383B2,1299,Platforms for implementing an analytics framework for DNS security ,2019-09-24,"['US10257221B2', 'US9106693B2', 'US10666621B2', 'US9762596B2', 'US10681012B2', 'US20180337941A1', 'US9762543B2', 'US10200384B1', 'EP3171568B1', 'US10841324B2', 'US9860265B2', 'US10079852B2', 'US20190173904A1', 'US20170272469A1', 'US20190385167A1', 'US10044748B2', 'US9967279B2', 'US9344445B2', 'US9531738B2']","
Flux domain is generally an active threat vector, and flux domain behaviors are continually changing in an attempt to evade existing detection measures. Accordingly, new and improved techniques are disclosed for flux domain detection. In some embodiments, an online platform implementing an analytics framework for DNS security is provided for facilitating flux domain detection. For example, the online platform can implement an analytics framework for DNS security based on passive DNS traffic analysis, disclosed herein with respect to various embodiments.
",H04,2019,"
flux domain is generally an active threat vector and flux domain behaviors are continually changing in an attempt to evade existing detection measures accordingly new and improved techniques are disclosed for flux domain detection in some embodiments an online platform implementing an analytics framework for dns security is provided for facilitating flux domain detection for example the online platform can implement an analytics framework for dns security based on passive dns traffic analysis disclosed herein with respect to various embodiments
",5,H04_5,2,2.0,4.0,4.0
US10673870B2,1346,Security monitoring of network connections using metrics data ,2020-06-02,"['US20180089312A1', 'US20200336390A1', 'US10257059B2', 'US10678805B2', 'US10270788B2', 'US10693743B2', 'US10585851B2', 'US10374883B2', 'US20200364279A1', 'US10250628B2', 'US20180089278A1', 'US10360196B2', 'US10700950B2', 'US10599308B2', 'US20170142143A1', 'US10419465B2', 'US20190372868A1', 'US10848510B2', 'US10609059B2', 'US10185821B2', 'US20190163350A1', 'US10127258B2', 'US10606857B2', 'US20200014593A1', 'US10592694B2']","
Various embodiments of the present invention set forth techniques for security monitoring of a network connection, including analyzing network traffic data for a network connection associated with a computing device, identifying one or more network traffic metrics for the network connection based on the network traffic data, determining that the network connection corresponds to at least one network connection profile based on the one or more network traffic metrics, detecting a potential security threat for the network connection based on the one or more network traffic metrics and the at least one network connection profile, and initiating a mitigation action with respect to the network connection in response to detecting the potential security threat. Advantageously, the techniques allow detecting potential security threats based on network traffic metrics and categorizations, without requiring monitoring of the content or the total volume of all traffic exchanged via the connection.
",H04,2020,"
various embodiments of the present invention set forth techniques for security monitoring of a network connection including analyzing network traffic data for a network connection associated with a computing device identifying one or more network traffic metrics for the network connection based on the network traffic data determining that the network connection corresponds to at least one network connection profile based on the one or more network traffic metrics detecting a potential security threat for the network connection based on the one or more network traffic metrics and the at least one network connection profile and initiating a mitigation action with respect to the network connection in response to detecting the potential security threat advantageously the techniques allow detecting potential security threats based on network traffic metrics and categorizations without requiring monitoring of the content or the total volume of all traffic exchanged via the connection
",5,H04_5,2,8.0,2.0,4.0
US10855793B2,1396,Proxying hypertext transfer protocol (HTTP) requests for microservices ,2020-12-01,"['US20200336390A1', 'US9940373B2', 'US20150081701A1', 'US10678805B2', 'US10592694B2', 'US20190250799A1', 'US10673870B2', 'US20200364279A1', 'US20200067790A1', 'US20200125534A1', 'US10700950B2', 'US20170142143A1', 'US10911468B2', 'US20190372868A1', 'US10848510B2', 'US10855712B2', 'US10609059B2', 'US20190065541A1', 'US20200242139A1', 'US20180081935A1', 'US10778712B2', 'US10606857B2', 'US20200014593A1', 'US10360196B2', 'US20200026634A1']","
In various embodiments, a gateway application generates an outgoing Hypertext Transmission Protocol (HTTP) request based on an incoming HTTP request. In operation, the gateway application receives the incoming HTTP request and identifies an upstream service based on at least one of an HTTP method and a header included in the incoming HTTP request. Subsequently, the gateway application generates an outgoing HTTP request based on the upstream service and the incoming HTTP request. Finally, the gateway application issues the outgoing HTTP request. The outgoing HTTP request causes the upstream service to perform an action requested in the incoming HTTP request. Advantageously, the gateway application enables underlying upstream services to perform actions specified via incoming HTTP requests without directly exposing the upstream services to users.
",H04,2020,"
in various embodiments a gateway application generates an outgoing hypertext transmission protocol (http) request based on an incoming http request in operation the gateway application receives the incoming http request and identifies an upstream service based on at least one of an http method and a header included in the incoming http request subsequently the gateway application generates an outgoing http request based on the upstream service and the incoming http request finally the gateway application issues the outgoing http request the outgoing http request causes the upstream service to perform an action requested in the incoming http request advantageously the gateway application enables underlying upstream services to perform actions specified via incoming http requests without directly exposing the upstream services to users
",5,H04_5,2,8.0,2.0,4.0
US20190385167A1,1456,"Systems and methods for tracking, predicting, and mitigating advanced persistent threats in networks ",2019-12-19,"['US9565177B2', 'US10270744B2', 'US10425383B2', 'US10193919B2', 'US9015839B2', 'US10728263B1', 'JP2020521383A', 'EP3461103B1', 'US10397246B2', 'US9942250B2', 'US9602530B2', 'US10721243B2', 'US9882767B1']","
Systems and methods for tracking, predicting, and mitigating Advanced Persistent Threat (APT) attacks in a network include obtaining data related to events and triggers for one or more attacks, wherein the data includes a plurality of i) virtual currency transactions, ii) network traffic flow, and iii) sentiment on any of social media, blogs, and news feeds; correlating the data with one or more subscribed entities; determining a threat index for an attack on a specific subscribed entity of the one or more subscribed entities through analysis of the correlated data, wherein the threat index provides a probability of the attack on the specific subscribed entity; and notifying the specific subscribed entity of a likelihood of the attack based on the threat index.
",G06,2019,"
systems and methods for tracking predicting and mitigating advanced persistent threat (apt) attacks in a network include obtaining data related to events and triggers for one or more attacks wherein the data includes a plurality of i) virtual currency transactions ii) network traffic flow and iii) sentiment on any of social media blogs and news feeds; correlating the data with one or more subscribed entities; determining a threat index for an attack on a specific subscribed entity of the one or more subscribed entities through analysis of the correlated data wherein the threat index provides a probability of the attack on the specific subscribed entity; and notifying the specific subscribed entity of a likelihood of the attack based on the threat index
",5,G06_5,2,2.0,0.0,4.0
US20200412757A1,3022,Network security system and method for preemptively identifying or remediating security vulnerabilities ,2020-12-31,"['US10445502B1', 'US10728263B1', 'EP3111330B1', 'US20190182281A1', 'US10270744B2', 'US10218740B1', 'US10200384B1', 'US20190260786A1', 'US10721243B2', 'US20190190937A1', 'US10432649B1', 'US9954890B1', 'JP6086968B2', 'US9787700B1', 'US10505956B1', 'US10326778B2', 'US10735458B1', 'US10637880B1', 'US10467411B1', 'US9942250B2', 'US10003608B2']","
A system, a method, and a computer program for analyzing network security data from diverse data sources to predict and remediate a vulnerability at a node in a computer network, comprising receiving network security data from a plurality of data sources, extracting feature vectors from the received network security data, applying a machine learning model to the extracted feature vectors to generate a weighted vulnerability value, predicting a computing resource vulnerability at a node in the computer network based on the weighted vulnerability value, and transmitting the predicted computing resource vulnerability to a computing device which is configured to remediate the predicted computing resource vulnerability.
",H04,2020,"
a system a method and a computer program for analyzing network security data from diverse data sources to predict and remediate a vulnerability at a node in a computer network comprising receiving network security data from a plurality of data sources extracting feature vectors from the received network security data applying a machine learning model to the extracted feature vectors to generate a weighted vulnerability value predicting a computing resource vulnerability at a node in the computer network based on the weighted vulnerability value and transmitting the predicted computing resource vulnerability to a computing device which is configured to remediate the predicted computing resource vulnerability
",5,H04_5,2,2.0,4.0,4.0
US20180115566A1,3047,Malicious encrypted network traffic identification using fourier transform ,2018-04-26,"['JP2018530066A', 'AU2017200969B2', 'US10095866B2', 'US9356942B1', 'US9680849B2', 'US10785191B2', 'US10728263B1', 'US9288220B2', 'US10326778B2', 'US8839442B2', 'US10721243B2', 'US10003608B2', 'US20180285797A1']","
A method for identifying malicious encrypted network traffic communicated via a network between a first and second computer system, the method including: monitoring network traffic over the network to detect a network connection as a new network connection; identifying characteristics of the network connection to determine a protocol of the network connection; retrieving a definition of a portion of network traffic for a network connection based on the determined protocol; evaluating Fourier transform coefficient values for each of a plurality of bytes in a portion of network traffic of the new network connection based on the retrieved definition; and comparing the evaluated coefficient values with a dictionary of one or more reference sets of coefficients, each of the one or more reference sets of coefficients being associated with a portion of network traffic of a malicious encrypted network connection, so as to determine if malicious encrypted network traffic is communicated over the network connection.
",H04,2018,"
a method for identifying malicious encrypted network traffic communicated via a network between a first and second computer system the method including: monitoring network traffic over the network to detect a network connection as a new network connection; identifying characteristics of the network connection to determine a protocol of the network connection; retrieving a definition of a portion of network traffic for a network connection based on the determined protocol; evaluating fourier transform coefficient values for each of a plurality of bytes in a portion of network traffic of the new network connection based on the retrieved definition; and comparing the evaluated coefficient values with a dictionary of one or more reference sets of coefficients each of the one or more reference sets of coefficients being associated with a portion of network traffic of a malicious encrypted network connection so as to determine if malicious encrypted network traffic is communicated over the network connection
",5,H04_5,2,2.0,36.0,4.0
US10348745B2,3507,Associating a user identifier detected from web traffic with a client address ,2019-07-09,"['US8813236B1', 'US10728263B1', 'US20190297096A1', 'US10855718B2', 'US9762596B2', 'US20180109494A1', 'US10305922B2', 'US10009364B2', 'US10469514B2', 'US9369479B2', 'US9503424B2', 'EP3223485B1', 'US10594656B2', 'US10812497B2', 'US10326778B2', 'US20160366160A1', 'US10686804B2', 'EP3528458B1', 'US10003608B2', 'US20200287925A1']","
In one embodiment, a device in a network receives a set of known user identifiers used in the network. The device receives web traffic log data regarding web traffic in the network. The web traffic log data includes header information captured from the web traffic and a plurality of client addresses associated with the web traffic. The device detects a particular one of the set of known user identifiers in the header information captured from the web traffic associated with a particular one of the plurality of client addresses. The device makes an association between the particular detected user identifier and the particular client address.
",H04,2019,"
in one embodiment a device in a network receives a set of known user identifiers used in the network the device receives web traffic log data regarding web traffic in the network the web traffic log data includes header information captured from the web traffic and a plurality of client addresses associated with the web traffic the device detects a particular one of the set of known user identifiers in the header information captured from the web traffic associated with a particular one of the plurality of client addresses the device makes an association between the particular detected user identifier and the particular client address
",5,H04_5,2,2.0,4.0,4.0
US20180048673A1,3846,Techniques for determining threat intelligence for network infrastructure analysis ,2018-02-15,"['US20200287807A1', 'KR101953303B1', 'JP6220440B2', 'US10061807B2', 'US10536478B2', 'US10678805B2', 'US9529658B2', 'US20160259818A1', 'US10693743B2', 'US10673870B2', 'US20200334309A1', 'US8583617B2', 'US20140330962A1', 'US20170142143A1', 'US10855712B2', 'US10254934B2', 'US10353756B2', 'US10262045B2', 'US9323835B2', 'US10419463B2', 'US10387448B2', 'US10667101B2', 'US10027540B2', 'US20200026634A1', 'US9836502B2']","
Embodiments of the present disclosure are directed to a network analytic system for tracking and analysis of network infrastructure for network-based digital assets. The network analytic system can detect and track a relationship between assets based on one or more attributes related or shared between any given assets. The network analytic system can analyze network-based digital assets to determine information about a website (e.g., information about electronic documents, such as web pages) that has be used to detect phishing and other abuse of the website. The network analytic system can analyze data about network-based assets to determine whether any are being used or connected to use of unauthorized or malicious activity or known network-based assets. Based on the relationship identified, the network analytic system can associate or link assets together. The network analytic system may provide an interface to view data sets generated by the network analytic system.
",H04,2018,"
embodiments of the present disclosure are directed to a network analytic system for tracking and analysis of network infrastructure for network-based digital assets the network analytic system can detect and track a relationship between assets based on one or more attributes related or shared between any given assets the network analytic system can analyze network-based digital assets to determine information about a website (eg information about electronic documents such as web pages) that has be used to detect phishing and other abuse of the website the network analytic system can analyze data about network-based assets to determine whether any are being used or connected to use of unauthorized or malicious activity or known network-based assets based on the relationship identified the network analytic system can associate or link assets together the network analytic system may provide an interface to view data sets generated by the network analytic system
",5,H04_5,2,8.0,2.0,4.0
US20180063178A1,4471,Method and systems for real-time internal network threat detection and enforcement ,2018-03-01,"['US10873603B2', 'US10425383B2', 'US9942250B2', 'US20200287925A1', 'US10193919B2', 'US9860265B2', 'US10326790B2', 'US10728263B1', 'US10243984B2', 'US10003608B2', 'US9342691B2', 'US20180285797A1', 'US10270744B2', 'US9369479B2', 'US9560066B2', 'US10305922B2', 'US9294442B1', 'US10469514B2', 'JP6147309B2', 'US10305927B2', 'US9191403B2', 'US9848016B2', 'US10628582B2', 'US10193929B2']","
A method for threat detection and enforcement in an internal network is disclosed. The method includes: receiving a network packet of a plurality of network packets for a traffic flow; inspecting the network packet to obtain packet information; generating, using the packet information, a flow identifier (ID) for the traffic flow; assigning, based on the flow ID, a trust score and a risk score for the network packet; and performing an enforcing action, applicable to the traffic flow, based on the trust score and risk score.
",H04,2018,"
a method for threat detection and enforcement in an internal network is disclosed the method includes: receiving a network packet of a plurality of network packets for a traffic flow; inspecting the network packet to obtain packet information; generating using the packet information a flow identifier (id) for the traffic flow; assigning based on the flow id a trust score and a risk score for the network packet; and performing an enforcing action applicable to the traffic flow based on the trust score and risk score
",5,H04_5,2,2.0,4.0,4.0
US20200137090A1,6376,"Industrial asset cyber-attack detection algorithm verification using secure, distributed ledger ",2020-04-30,"['US10419463B2', 'AU2017200941B2', 'US8418247B2', 'EP3528458B1', 'US10791141B2', 'US9043905B1', 'US20170277873A1', 'EP3213243B1', 'US9984365B2', 'US10148685B2', 'US20170214708A1', 'EP3079336B1', 'JP6530786B2', 'JP6527590B2', 'US10425428B2', 'US20170093910A1', 'US10268840B2']","
A verification platform may include a data connection to receive a stream of industrial asset cyber-attack detection algorithm data, including a subset of the industrial asset cyber-attack detection algorithm data. The verification platform may store the subset into a data store (the subset of industrial asset cyber-attack detection algorithm data being marked as invalid) and record a hash value associated with a compressed representation of the subset of industrial asset cyber-attack detection algorithm data combined with metadata in a secure, distributed ledger. The verification platform may then receive a transaction identifier from the secure, distributed ledger and mark the subset of industrial asset cyber-attack detection algorithm data in the data store as being valid after using the transaction identifier to verify that the recorded hash value matches a hash value of an independently created version of the compressed representation of the subset of industrial asset cyber-attack detection algorithm data combined with metadata.
",H04,2020,"
a verification platform may include a data connection to receive a stream of industrial asset cyber-attack detection algorithm data including a subset of the industrial asset cyber-attack detection algorithm data the verification platform may store the subset into a data store (the subset of industrial asset cyber-attack detection algorithm data being marked as invalid) and record a hash value associated with a compressed representation of the subset of industrial asset cyber-attack detection algorithm data combined with metadata in a secure distributed ledger the verification platform may then receive a transaction identifier from the secure distributed ledger and mark the subset of industrial asset cyber-attack detection algorithm data in the data store as being valid after using the transaction identifier to verify that the recorded hash value matches a hash value of an independently created version of the compressed representation of the subset of industrial asset cyber-attack detection algorithm data combined with metadata
",5,H04_5,2,11.0,21.0,4.0
US20200233962A1,6652,Detecting obfuscated malware variants ,2020-07-23,"['US10628597B2', 'US10673873B2', 'US10657277B2', 'US8869281B2', 'US20160127417A1', 'US20180041537A1', 'JP6334069B2', 'EP3528458B1', 'US10515211B2', 'US9753796B2', 'US10762206B2', 'US10366231B1', 'US10681078B2', 'US10742676B2', 'US9258321B2', 'US9563771B2', 'US9967271B2', 'US10367815B2', 'US20170310703A1', 'US10121000B1', 'US10834061B2', 'US10686827B2', 'US20190364019A1', 'US20200076837A1', 'US10348771B2']","
A threat management facility analyzes a plurality of instructions in computer code for redundancy. When redundancy is found, the threat management facility determines whether the redundancy has characteristics of deliberate obfuscation consistent with malware techniques such as server-side polymorphism. Measures of redundancy, such as one or more of a degree of redundancy or a pattern of redundancy, may inform this process, and my usefully aid in distinguishing legitimate code redundancies from malware. Where an inference of malware is supported, the threat management facility may initiate remediation of the computer code. Further, or instead, the type of remediation applied to the computer code may be based on one or more aspects of the detected obfuscation.
",G06,2020,"
a threat management facility analyzes a plurality of instructions in computer code for redundancy when redundancy is found the threat management facility determines whether the redundancy has characteristics of deliberate obfuscation consistent with malware techniques such as server-side polymorphism measures of redundancy such as one or more of a degree of redundancy or a pattern of redundancy may inform this process and my usefully aid in distinguishing legitimate code redundancies from malware where an inference of malware is supported the threat management facility may initiate remediation of the computer code further or instead the type of remediation applied to the computer code may be based on one or more aspects of the detected obfuscation
",5,G06_5,2,9.0,25.0,4.0
US20200127976A1,6962,Network security system with enhanced traffic analysis based on feedback loop ,2020-04-23,"['US10666686B1', 'EP3111330B1', 'US10467411B1', 'US10122746B1', 'US10425383B2', 'US10032020B2', 'US20200287925A1', 'US9756074B2', 'US9438623B1', 'US9853941B2', 'US9954902B1', 'US9800599B2', 'JP6553524B2', 'US9426125B2', 'US10366231B1', 'US10003608B2', 'US10257221B2', 'US10270744B2', 'US9912691B2', 'US10121000B1', 'KR20200007931A', 'US9654494B2', 'US10469514B2', 'US9762596B2', 'US9860265B2']","
This document describes among other things, network security systems that incorporate a feedback loop so as to automatically and dynamically adjust the scope of network traffic that is subject to inspection. Risky traffic can be sent for inspection; risky traffic that is demonstrated to have high rate of threats can be outright blocked without further inspection; traffic that is causing errors due to protocol incompatibility or should not be inspected for regulatory or other reasons can be flagged so it bypasses the security inspection system. The system can operate on a domain by domain basis, IP address basis, or otherwise.
",H04,2020,"
this document describes among other things network security systems that incorporate a feedback loop so as to automatically and dynamically adjust the scope of network traffic that is subject to inspection risky traffic can be sent for inspection; risky traffic that is demonstrated to have high rate of threats can be outright blocked without further inspection; traffic that is causing errors due to protocol incompatibility or should not be inspected for regulatory or other reasons can be flagged so it bypasses the security inspection system the system can operate on a domain by domain basis ip address basis or otherwise
",5,H04_5,2,2.0,4.0,4.0
US20200213192A1,7010,Characterizing client-server connection configurations according to communication layer attributes ,2020-07-02,"['US10404742B2', 'US9455997B2', 'US9973519B2', 'US10841324B2', 'US10721243B2', 'US20190034631A1', 'US20200287925A1', 'US8904558B2', 'US9497210B2', 'US9444835B2', 'US10326790B2', 'US9954902B1', 'US20180115523A1', 'US20200228563A1', 'US20200145451A1', 'EP3424178B1', 'US10193909B2', 'US10200384B1', 'US10581908B2', 'US10637880B1', 'US10205742B2', 'US20190354709A1', 'US10469514B2', 'US9860265B2']","
A system and method for characterizing a connection configuration of a client connecting to a computer system. The system can host a web service to which a client is redirected or connected to establish a client session between the client and the web service. The web service then actively and/or passively measures various attributes associated with the communication layers, such as latencies and/or configuration settings associated with each of the communication layers. Based on differences between the attributes of the communication layers, the computer system can characterize the client connection configuration. Various client connection configurations can include conventional connections, connections utilizing an external domain name service, connections through virtual private networks, connections through various proxies, and so on. Based on the characterized connection configuration, the computer system can take various actions, such as terminating the connection between the client and the computer system.
",H04,2020,"
a system and method for characterizing a connection configuration of a client connecting to a computer system the system can host a web service to which a client is redirected or connected to establish a client session between the client and the web service the web service then actively and/or passively measures various attributes associated with the communication layers such as latencies and/or configuration settings associated with each of the communication layers based on differences between the attributes of the communication layers the computer system can characterize the client connection configuration various client connection configurations can include conventional connections connections utilizing an external domain name service connections through virtual private networks connections through various proxies and so on based on the characterized connection configuration the computer system can take various actions such as terminating the connection between the client and the computer system
",5,H04_5,2,2.0,4.0,4.0
US10735458B1,214,Detection center to detect targeted malware ,2020-08-04,"['US10445502B1', 'US10728263B1', 'AU2018217323B2', 'US10397246B2', 'US9635052B2', 'EP2953298B1', 'US9888024B2', 'US10673884B2', 'US10713362B1', 'US9838407B1', 'US20190215335A1', 'US10581898B1', 'US9501639B2', 'US20190260785A1', 'US10805321B2', 'US9906554B2', 'US10326778B2', 'US10637880B1', 'US9241010B1', 'US10270798B2']","
A computerized method is described that is adapted to compare extracted features of a received object under analysis with one or more features associated with each known malicious object of a plurality of known malicious objects accessible to the one or more servers. Responsive to determining that the extracted features satisfy a prescribed level of correlation with the one or more features of a first known malicious object of the plurality of known malicious objects, identifying the received object as a malicious object. Also, responsive to determining that the extracted features fail to satisfy the prescribed level of correlation, conducting a second analysis that includes a comparison of the extracted features to the one or more features associated with each of the plurality of known malicious objects being of a type of malware other than malware targeting a specific entity.
",H04,2020,"
a computerized method is described that is adapted to compare extracted features of a received object under analysis with one or more features associated with each known malicious object of a plurality of known malicious objects accessible to the one or more servers responsive to determining that the extracted features satisfy a prescribed level of correlation with the one or more features of a first known malicious object of the plurality of known malicious objects identifying the received object as a malicious object also responsive to determining that the extracted features fail to satisfy the prescribed level of correlation conducting a second analysis that includes a comparison of the extracted features to the one or more features associated with each of the plurality of known malicious objects being of a type of malware other than malware targeting a specific entity
",6,H04_6,2,2.0,99.0,3.0
