code,Unnamed: 0,title,pub_date,citations,abstract,class,year,abstract_processed,topic,class_topic,core,louvain,LCcore
US20190356564A1,5698,"Mode determining apparatus, method, network system, and program ",2019-11-21,"['EP2890065B1', 'US10009364B2', 'EP3306890A1', 'US20150085694A1', 'US10516568B2', 'CN105871832B', 'US10797973B2', 'US10200404B2', 'US10404727B2', 'JP5937221B2', 'US10757121B2', 'US20160359695A1', 'US20140222997A1', 'US10044741B2', 'US10218726B2', 'US20190081959A1', 'US8483056B2']","
There are provided a filter part that receives traffic data for learning and learns timing at which mode switching in the traffic data occurs, using training data, a mode learning part that generates a mode learning model for mode determination, based on the traffic data for learning and the training data that correspond to the timing of mode switching; and a mode of traffic data is determined using the mode learning model.
",G06,2019,"
there are provided a filter part that receives traffic data for learning and learns timing at which mode switching in the traffic data occurs using training data a mode learning part that generates a mode learning model for mode determination based on the traffic data for learning and the training data that correspond to the timing of mode switching; and a mode of traffic data is determined using the mode learning model
",0,G06_0,2,12.0,4.0
US20200186547A1,6612,Detecting encrypted malware with splt-based deep networks ,2020-06-11,"['US20190132230A1', 'US9432248B2', 'US20150052606A1', 'US9497215B2', 'US20180316555A1', 'US20150333992A1', 'US20160359695A1', 'US10009364B2', 'US10469511B2', 'US10193741B2', 'US10200267B2', 'US10652078B2', 'US9860154B2', 'US10044741B2', 'US9705914B2', 'US10404727B2', 'US10757121B2', 'US20180146007A1', 'CN105493450A', 'US10182066B2']","
In one embodiment, a device obtains telemetry data for a plurality of encrypted traffic flows observed in a network. The device clusters the flows into observed flow clusters, based on one or more flow-level features of the obtained telemetry data, as well as malware-related traffic telemetry data into malware-related flow clusters. The observed and malware-related telemetry data are indicative of sequence of packet lengths and times (SPLT) information for the traffic flows. The device samples sets of flows from the observed and malware-related flow clusters, with each set including at least one flow from an observed flow cluster and at least one flow from a malware-related flow cluster. The device trains a deep learning neural network to determine whether a particular encrypted traffic flow is malware-related, by using the SPLT information for the sampled sets of traffic flows as input to an input layer of neurons of the deep network.
",G06,2020,"
in one embodiment a device obtains telemetry data for a plurality of encrypted traffic flows observed in a network the device clusters the flows into observed flow clusters based on one or more flow-level features of the obtained telemetry data as well as malware-related traffic telemetry data into malware-related flow clusters the observed and malware-related telemetry data are indicative of sequence of packet lengths and times (splt) information for the traffic flows the device samples sets of flows from the observed and malware-related flow clusters with each set including at least one flow from an observed flow cluster and at least one flow from a malware-related flow cluster the device trains a deep learning neural network to determine whether a particular encrypted traffic flow is malware-related by using the splt information for the sampled sets of traffic flows as input to an input layer of neurons of the deep network
",0,G06_0,2,12.0,4.0
US20200280536A1,6675,Detecting evasive network behaviors using machine learning ,2020-09-03,"['KR20140106547A', 'US10079846B2', 'AU2018203393B2', 'CN107667505B', 'US10652078B2', 'US9860154B2', 'US10397260B2', 'US9497215B2', 'US10044741B2', 'US20160359695A1', 'US9705914B2', 'US20180146007A1', 'US10601853B2']","
In one embodiment, a traffic analysis service identifies a client in a network having an associated traffic flow that was blocked by a firewall. The traffic analysis service obtains traffic telemetry data regarding one or more subsequent traffic flows associated with the identified client that are subsequent to the blocked flow. The traffic analysis service uses a machine learning-based classifier to determine that the identified client is exhibiting evasive network behavior, based on the obtained traffic telemetry data. The traffic analysis service initiates a mitigation action in the network, based on the determination that the identified client is exhibiting evasive network behavior.
",H04,2020,"
in one embodiment a traffic analysis service identifies a client in a network having an associated traffic flow that was blocked by a firewall the traffic analysis service obtains traffic telemetry data regarding one or more subsequent traffic flows associated with the identified client that are subsequent to the blocked flow the traffic analysis service uses a machine learning-based classifier to determine that the identified client is exhibiting evasive network behavior based on the obtained traffic telemetry data the traffic analysis service initiates a mitigation action in the network based on the determination that the identified client is exhibiting evasive network behavior
",5,H04_5,2,12.0,4.0
US20200204569A1,6789,Instant network threat detection system ,2020-06-25,"['US9094444B2', 'CN107667505B', 'US10091218B2', 'US9450972B2', 'US10404727B2', 'US10397260B2', 'US10200404B2', 'US9497215B2', 'US10757121B2', 'US20190260780A1', 'US10044741B2', 'US20160359695A1', 'US10284588B2']","
In one embodiment, a network security service forms, for each of a plurality of malware classes, a feature vector descriptor for the malware class. The service uses the feature vector descriptors for the malware classes and a symmetric mapping function to generate a training dataset having both positively and negatively labeled feature vectors. The service trains, using the training dataset, an instant threat detector to determine whether telemetry data for a particular traffic flow is within a threshold of similarity to a feature vector descriptor for a new malware class that was not part of the plurality of malware classes.
",H04,2020,"
in one embodiment a network security service forms for each of a plurality of malware classes a feature vector descriptor for the malware class the service uses the feature vector descriptors for the malware classes and a symmetric mapping function to generate a training dataset having both positively and negatively labeled feature vectors the service trains using the training dataset an instant threat detector to determine whether telemetry data for a particular traffic flow is within a threshold of similarity to a feature vector descriptor for a new malware class that was not part of the plurality of malware classes
",0,H04_0,2,12.0,4.0
US20200028771A1,6933,Encrypted traffic analysis control mechanisms ,2020-01-23,"['US10009364B2', 'US7742406B1', 'US10375090B2', 'EP3223485B1', 'US20140075557A1', 'US10404727B2', 'US9497215B2', 'US9167004B2', 'US10044741B2', 'US9705914B2', 'US9686292B2', 'US7580356B1', 'US10182066B2']","
In one embodiment, a service monitors collection of telemetry data by a telemetry exporter in a network. The telemetry exporter collects the telemetry data from a plurality of interfaces via which a plurality of encrypted traffic flows flow. The telemetry exporter also sends the collected telemetry data to a traffic analysis service for analysis. The service determines that a cost associated with the collection of the telemetry data by the telemetry exporter exceeds a cost threshold. The service selects a subset of the interfaces from which telemetry data is to be captured by the telemetry exporter, based in part on a determination that the cost associated with the collection of the telemetry data exceeds the cost threshold. The service controls the telemetry exporter to collect telemetry data to for a subset of the plurality of encrypted traffic flows using the selected subset of interfaces.
",H04,2020,"
in one embodiment a service monitors collection of telemetry data by a telemetry exporter in a network the telemetry exporter collects the telemetry data from a plurality of interfaces via which a plurality of encrypted traffic flows flow the telemetry exporter also sends the collected telemetry data to a traffic analysis service for analysis the service determines that a cost associated with the collection of the telemetry data by the telemetry exporter exceeds a cost threshold the service selects a subset of the interfaces from which telemetry data is to be captured by the telemetry exporter based in part on a determination that the cost associated with the collection of the telemetry data exceeds the cost threshold the service controls the telemetry exporter to collect telemetry data to for a subset of the plurality of encrypted traffic flows using the selected subset of interfaces
",2,H04_2,2,12.0,4.0
US20210021641A1,6943,Tls fingerprinting for process identification ,2021-01-21,"['US20160359886A1', 'EP3248358B1', 'US10454961B2', 'US9813432B2', 'US10397260B2', 'US20160359695A1', 'US8955091B2', 'US10009364B2', 'US20170302663A1', 'US7957319B2', 'US10469511B2', 'US10243984B2', 'EP3223485B1', 'US20170310695A1', 'US10404727B2', 'US10142353B2', 'US10757121B2', 'US10355949B2', 'US20180146007A1', 'US10182066B2']","
In one embodiment, a device obtains telemetry data regarding an encrypted traffic session in a network. The telemetry data includes Transport Layer Security (TLS) features of the traffic session and auxiliary information indicative of a destination address of the traffic session, a destination port of the traffic session, or a server name associated with the traffic session. The device retrieves, using the obtained telemetry data, a plurality of candidate processes from a TLS fingerprint database that relates processes with telemetry data from encrypted traffic sessions initiated by those processes. The device uses a probabilistic model to assign probabilities to each of the plurality of candidate processes. The device identifies one of the plurality of candidate processes as having initiated the encrypted traffic session based on its assigned probability.
",H04,2021,"
in one embodiment a device obtains telemetry data regarding an encrypted traffic session in a network the telemetry data includes transport layer security (tls) features of the traffic session and auxiliary information indicative of a destination address of the traffic session a destination port of the traffic session or a server name associated with the traffic session the device retrieves using the obtained telemetry data a plurality of candidate processes from a tls fingerprint database that relates processes with telemetry data from encrypted traffic sessions initiated by those processes the device uses a probabilistic model to assign probabilities to each of the plurality of candidate processes the device identifies one of the plurality of candidate processes as having initiated the encrypted traffic session based on its assigned probability
",4,H04_4,2,12.0,4.0
US20190190794A1,6960,Automatically detecting authorized remote administration sessions in a network monitoring system ,2019-06-20,"['US20170063930A1', 'US10652078B2', 'US9258217B2', 'US9860154B2', 'US10404727B2', 'US9497215B2', 'US10686804B2', 'US10757121B2', 'US10243984B2', 'US10044741B2', 'US20160359695A1', 'US20180146007A1', 'US9705914B2', 'US10284588B2']","
In one embodiment, a service receives data regarding administration traffic in a network associated with a remote administration session in which a control device remotely administers a client device. The service analyzes the received data to determine whether the administration traffic is authorized. The service flags the received data as authorized, based on the analysis of the received data. The service uses the data flagged as authorized to distinguish between benign traffic and malicious traffic in the network.
",H04,2019,"
in one embodiment a service receives data regarding administration traffic in a network associated with a remote administration session in which a control device remotely administers a client device the service analyzes the received data to determine whether the administration traffic is authorized the service flags the received data as authorized based on the analysis of the received data the service uses the data flagged as authorized to distinguish between benign traffic and malicious traffic in the network
",5,H04_5,2,12.0,4.0
US20190123982A1,6975,Training a network traffic classifier using training data enriched with contextual bag information ,2019-04-25,"['US10009364B2', 'EP3248358B1', 'EP3172885B1', 'CN107667505B', 'US9450972B2', 'US10404727B2', 'US9922196B2', 'US9497215B2', 'US10757121B2', 'US10355949B2', 'US10469511B2', 'US20180146007A1', 'US20160359695A1', 'US9705914B2', 'US10044741B2', 'EP2521312B1', 'US10182066B2']","
In one embodiment, a device groups feature vectors representing network traffic flows into bags. The device forms a bag representation of a particular one of the bags by aggregating the feature vectors in the particular bag. The device extends one or more feature vectors in the particular bag with the bag representation. The extended one or more feature vectors are positive examples of a classification label for the network traffic. The device trains a network traffic classifier using training data that comprises the one or more feature vectors extended with the bag representation.
",H04,2019,"
in one embodiment a device groups feature vectors representing network traffic flows into bags the device forms a bag representation of a particular one of the bags by aggregating the feature vectors in the particular bag the device extends one or more feature vectors in the particular bag with the bag representation the extended one or more feature vectors are positive examples of a classification label for the network traffic the device trains a network traffic classifier using training data that comprises the one or more feature vectors extended with the bag representation
",0,H04_0,2,12.0,4.0
US10904271B2,7180,Active prioritization of investigation targets in network security ,2021-01-26,"['EP3248358B1', 'US9094444B2', 'US10009364B2', 'US20190297096A1', 'CN107667505B', 'US9813432B2', 'US10404727B2', 'US9922196B2', 'EP3528459B1', 'US20170310695A1', 'US10757121B2', 'US10182066B2', 'US20100153316A1', 'US20180146007A1', 'US9705914B2', 'JP6378395B2', 'US20160021141A1']","
In one embodiment, a device analyzes network traffic data using a clustering process, to identify a cluster of addresses associated with the network traffic data for which the associated network traffic has similar behavioral characteristics. The device calculates a set of rankings for the cluster by comparing the cluster to different sets of malicious addresses. The device aggregates the set of rankings into a final ranking by setting the rankings in the set as current rankings and iteratively calculating an average of any subset of the current rankings that comprises correlated rankings. The calculated average replaces the rankings in the subset as a current ranking. When none of the current rankings are correlated, the device performs an aggregation across all of the current rankings to form the final ranking. The device provides data indicative of the cluster for review by a supervisor, based on the final ranking.
",H04,2021,"
in one embodiment a device analyzes network traffic data using a clustering process to identify a cluster of addresses associated with the network traffic data for which the associated network traffic has similar behavioral characteristics the device calculates a set of rankings for the cluster by comparing the cluster to different sets of malicious addresses the device aggregates the set of rankings into a final ranking by setting the rankings in the set as current rankings and iteratively calculating an average of any subset of the current rankings that comprises correlated rankings the calculated average replaces the rankings in the subset as a current ranking when none of the current rankings are correlated the device performs an aggregation across all of the current rankings to form the final ranking the device provides data indicative of the cluster for review by a supervisor based on the final ranking
",5,H04_5,2,12.0,4.0
US10743226B2,8258,Radar shield client assurance in wireless networks ,2020-08-11,"['EP3248358B1', 'US10581901B2', 'EP3298814B1', 'US9369351B2', 'US9813432B2', 'US10588063B2', 'US10187413B2', 'US10009364B2', 'US20160112927A1', 'US10218726B2', 'US9654361B2', 'EP3223486B1', 'US10498752B2', 'US9992701B2', 'US10044741B2', 'US9705914B2', 'US9906317B2', 'US20160219066A1', 'US9838409B2', 'US9532252B2', 'US10490043B2', 'US10063578B2', 'US10405357B2', 'US20140094208A1']","
In one embodiment, a service receives radar data regarding usage of one or more wireless channels by a radar. The service populates a database of radar features with the received radar data. The service trains, using the database of radar features, a machine learning-based model to predict channel usages by the radar. The service causes a wireless access point to change to a different wireless channel, based on the predicted channel usages by the radar.
",H04,2020,"
in one embodiment a service receives radar data regarding usage of one or more wireless channels by a radar the service populates a database of radar features with the received radar data the service trains using the database of radar features a machine learning-based model to predict channel usages by the radar the service causes a wireless access point to change to a different wireless channel based on the predicted channel usages by the radar
",5,H04_5,2,12.0,4.0
US20200287922A1,8505,Anomaly detection for a networking device based on monitoring related sets of counters ,2020-09-10,"['US9836696B2', 'US10200404B2', 'US10003473B2', 'US20160359695A1', 'US9774522B2', 'US10009364B2', 'US9635050B2', 'EP2918044B1', 'US9853882B2', 'US9654361B2', 'EP3223485B1', 'US10091218B2', 'US20140222997A1', 'US9860140B2', 'US9794145B2', 'CN107667505B', 'US7584507B1', 'US10404727B2', 'US10757121B2', 'US20190363951A1', 'EP2954645B1', 'EP3143725B1', 'US9432248B2']","
In one embodiment, a monitoring process identifies a set of counters maintained by a networking device by comparing a configuration of the networking device to an object relationship model. The monitoring process obtains counter values from the identified set of counters maintained by the networking device. The monitoring process detects an anomaly by using the obtained counter values as input to a machine learning-based anomaly detector. The monitoring process generates an anomaly detection alert for the detected anomaly.
",H04,2020,"
in one embodiment a monitoring process identifies a set of counters maintained by a networking device by comparing a configuration of the networking device to an object relationship model the monitoring process obtains counter values from the identified set of counters maintained by the networking device the monitoring process detects an anomaly by using the obtained counter values as input to a machine learning-based anomaly detector the monitoring process generates an anomaly detection alert for the detected anomaly
",0,H04_0,2,12.0,4.0
US9535861B2,401,Methods and systems for routing in a state machine ,2017-01-03,"['US10380446B2', 'US20180307463A1', 'US10817569B2', 'JP5364543B2', 'EP2350921B1', 'US20190147278A1', 'JP5857072B2', 'US8725961B2', 'TWI506556B', 'US20160239462A1', 'EP1532496B1', 'JP5387866B2', 'JP5532268B2', 'US10417236B2', 'US10902013B2', 'US9916145B2', 'US20140129802A1', 'US7392229B2', 'US7464254B2', 'US10152113B2', 'US10157208B2', 'TWI512625B', 'US9164940B2', 'US9026485B2']","
A device includes a routing buffer. The routing buffer includes a first port configured to receive a signal relating to an analysis of at least a portion of a data stream. The routing buffer also includes a second port configured to selectively provide the signal to a first routing line of a block of a state machine at a first time. The routing buffer further includes a third port configured to selectively provide the signal to a second routing line of the block of the state machine at the first time.
",G06,2017,"
a device includes a routing buffer the routing buffer includes a first port configured to receive a signal relating to an analysis of at least a portion of a data stream the routing buffer also includes a second port configured to selectively provide the signal to a first routing line of a block of a state machine at a first time the routing buffer further includes a third port configured to selectively provide the signal to a second routing line of the block of the state machine at the first time
",6,G06_6,2,6.0,6.0
US9866218B2,402,Boolean logic in a state machine lattice ,2018-01-09,"['KR101474598B1', 'JP2004537106A', 'US10380446B2', 'US9164945B2', 'US10817569B2', 'US20190147278A1', 'US8725961B2', 'EP2580659B1', 'US9348784B2', 'TWI506556B', 'CN103443767B', 'TWI489300B', 'KR20050083667A', 'US9104828B2', 'US10417236B2', 'US9164940B2', 'US9916145B2', 'US20140129802A1', 'US7392229B2', 'US10152113B2', 'US10157208B2', 'CN1759393B', 'US9026485B2', 'US20190087243A1']","
Disclosed are methods and devices, among which is a device that includes a finite state machine lattice. The lattice may includes a programmable Boolean logic cell that may be programmed to perform various logic functions on a data stream. The programmability includes an inversion of a first input to the Boolean logic cell, an inversion of a last output of the Boolean logic cell, and a selection of an AND gate or an OR gate as a final output of the Boolean logic cell. The Boolean logic cell also includes end of data circuitry configured to cause the Boolean logic cell to only output after an end of data signifying the end of a data stream is received at the Boolean logic cell.
",other,2018,"
disclosed are methods and devices among which is a device that includes a finite state machine lattice the lattice may includes a programmable boolean logic cell that may be programmed to perform various logic functions on a data stream the programmability includes an inversion of a first input to the boolean logic cell an inversion of a last output of the boolean logic cell and a selection of an and gate or an or gate as a final output of the boolean logic cell the boolean logic cell also includes end of data circuitry configured to cause the boolean logic cell to only output after an end of data signifying the end of a data stream is received at the boolean logic cell
",2,other_2,2,6.0,6.0
US9817678B2,403,Methods and systems for detection in a state machine ,2017-11-14,"['KR101474598B1', 'EP2386081B1', 'US10380446B2', 'CN107729989B', 'US10817569B2', 'JP5857072B2', 'US20190147278A1', 'US8725961B2', 'US9348784B2', 'CN103547998B', 'US9104828B2', 'EP1532496B1', 'US10417236B2', 'US10180922B2', 'US9164940B2', 'JP4921638B2', 'US9916145B2', 'US7392229B2', 'US10152113B2', 'US10157208B2', 'US20200285604A1', 'CN1759393B', 'US9026485B2', 'US20190087243A1']","
A device including a data analysis element including a plurality of memory cells. The memory cells analyze at least a portion of a data stream and output a result of the analysis. The device also includes a detection cell. The detection cell includes an AND gate. The AND gate receives result of the analysis as a first input. The detection cell also includes a D flip-flop including an output coupled to a second input of the AND gate.
",G06,2017,"
a device including a data analysis element including a plurality of memory cells the memory cells analyze at least a portion of a data stream and output a result of the analysis the device also includes a detection cell the detection cell includes an and gate the and gate receives result of the analysis as a first input the detection cell also includes a d flip-flop including an output coupled to a second input of the and gate
",2,G06_2,2,6.0,6.0
US10817569B2,404,Methods and devices for saving and/or restoring a state of a pattern-recognition processor ,2020-10-27,"['KR101996961B1', 'US9866218B2', 'US7680852B2', 'TWI569206B', 'US20040059443A1', 'TWI590096B', 'CN104067282B', 'TWI602120B', 'CN105912992B', 'US8583896B2', 'TWI492062B', 'US6392910B1', 'US10606787B2', 'KR101908768B1', 'KR101012623B1', 'JP6181074B2', 'US10691799B2', 'US9916145B2', 'US9934034B2', 'CN103988212B', 'US10089086B2', 'CN102232216B', 'CN102272776B', 'JP3670160B2', 'US20190087243A1']","
Systems and methods are disclosed for saving and restoring the search state of a pattern-recognition processor. Embodiments include a pattern-recognition processor having a state variable array and a state variable storage array stored in on-chip memory (on-silicon memory with the processor). State variable storage control logic of the pattern-recognition processor may control the saving of state variables from the state variable array to the state variable storage array. The state variable storage control logic may also control restoring of the state variables from the state variable storage array to restore a search state.
",G06,2020,"
systems and methods are disclosed for saving and restoring the search state of a pattern-recognition processor embodiments include a pattern-recognition processor having a state variable array and a state variable storage array stored in on-chip memory (on-silicon memory with the processor) state variable storage control logic of the pattern-recognition processor may control the saving of state variables from the state variable array to the state variable storage array the state variable storage control logic may also control restoring of the state variables from the state variable storage array to restore a search state
",2,G06_2,2,6.0,6.0
US10366009B2,405,Methods and systems for handling data received by a state machine engine ,2019-07-30,"['US8843523B2', 'EP3709224A1', 'US10380446B2', 'CN107729989B', 'CN103003792B', 'US9164945B2', 'US10817569B2', 'US8131659B2', 'JP5857072B2', 'US20190147278A1', 'US8725961B2', 'TWI506556B', 'KR101033429B1', 'US10417236B2', 'US9164940B2', 'US9916145B2', 'US20140129802A1', 'US7392229B2', 'US9639493B2', 'US10157208B2', 'CN1759393B', 'US9026485B2']","
A data analysis system to analyze data. The data analysis system includes a data buffer configured to receive data to be analyzed. The data analysis system also includes a state machine lattice. The state machine lattice includes multiple data analysis elements and each data analysis element includes multiple memory cells configured to analyze at least a portion of the data and to output a result of the analysis. The data analysis system includes a buffer interface configured to receive the data from the data buffer and to provide the data to the state machine lattice.
",G06,2019,"
a data analysis system to analyze data the data analysis system includes a data buffer configured to receive data to be analyzed the data analysis system also includes a state machine lattice the state machine lattice includes multiple data analysis elements and each data analysis element includes multiple memory cells configured to analyze at least a portion of the data and to output a result of the analysis the data analysis system includes a buffer interface configured to receive the data from the data buffer and to provide the data to the state machine lattice
",2,G06_2,2,6.0,6.0
US7392229B2,793,General purpose set theoretic processor ,2008-06-24,"['US9535861B2', 'US9866218B2', 'US9817678B2', 'US10417236B2', 'US9886017B2', 'US10152113B2', 'US10817569B2', 'US10909452B2', 'US10733508B2', 'US10572414B2', 'US10366009B2', 'US8725961B2', 'US9164940B2']","
A general purpose processor architecture (methods and apparatuses) that can discern all subsets of a serial data stream which fulfill an arbitrarily complex reference pattern. The invention comprises an ordered set of Detection Cells conditionally interconnected according to the reference pattern and operationally controlling one another's states through the network. The invention preferably includes a Host Interface to enable reporting of Results from a search session as well as the input and control of reference patterns and source data.
",G06,2008,"
a general purpose processor architecture (methods and apparatuses) that can discern all subsets of a serial data stream which fulfill an arbitrarily complex reference pattern the invention comprises an ordered set of detection cells conditionally interconnected according to the reference pattern and operationally controlling one another's states through the network the invention preferably includes a host interface to enable reporting of results from a search session as well as the input and control of reference patterns and source data
",2,G06_2,2,6.0,6.0
US10152113B2,794,Dynamic power-down of a block of a pattern-recognition processor ,2018-12-11,"['KR102061754B1', 'KR101996961B1', 'US9866218B2', 'CN106852185B', 'US7680852B2', 'TWI569206B', 'CN104067282B', 'US7451143B2', 'KR20050085299A', 'CN105912992B', 'JP6122121B2', 'US8583896B2', 'US6392910B1', 'US10366009B2', 'US20190278612A1', 'KR102168930B1', 'JP6207605B2', 'JP6181074B2', 'CN103988212B', 'JP6041987B2', 'US7392229B2', 'CN102232216B', 'JP2008547106A', 'US9792097B2']","
A device includes a pattern-recognition processor. The pattern recognition processor includes blocks, such that each of the blocks include a plurality of feature cells configured to analyze at least a portion of data to be analyzed and to selectively provide a result of the analysis. The pattern recognition processor also includes block deactivation logic configured to dynamically power-down the block.
",G06,2018,"
a device includes a pattern-recognition processor the pattern recognition processor includes blocks such that each of the blocks include a plurality of feature cells configured to analyze at least a portion of data to be analyzed and to selectively provide a result of the analysis the pattern recognition processor also includes block deactivation logic configured to dynamically power-down the block
",2,G06_2,2,6.0,6.0
US10909452B2,795,Methods and systems for power management in a pattern recognition processing system ,2021-02-02,"['CN107729989B', 'US9164945B2', 'US10817569B2', 'JP5364543B2', 'US20190147278A1', 'US8725961B2', 'CN103443767B', 'CN103547998B', 'EP2438529B1', 'US20100138635A1', 'US9916145B2', 'US20140129802A1', 'US7392229B2', 'US20190377840A1', 'US7464254B2', 'US10152113B2', 'US8442927B2', 'US10157208B2', 'JP2005500621A']","
A device includes a state machine. The state machine includes a plurality of blocks, where each of the blocks includes a plurality of rows. Each of these rows includes a plurality of programmable elements. Furthermore, each of the programmable elements are configured to analyze at least a portion of a data stream and to selectively output a result of the analysis. Each of the plurality of blocks also has corresponding block activation logic configured to dynamically power-up the block.
",G06,2021,"
a device includes a state machine the state machine includes a plurality of blocks where each of the blocks includes a plurality of rows each of these rows includes a plurality of programmable elements furthermore each of the programmable elements are configured to analyze at least a portion of a data stream and to selectively output a result of the analysis each of the plurality of blocks also has corresponding block activation logic configured to dynamically power-up the block
",6,G06_6,2,6.0,6.0
US10733508B2,796,Methods and systems for data analysis in a state machine ,2020-08-04,"['US10380446B2', 'US10817569B2', 'JP5753091B2', 'JP5857072B2', 'US20080250227A1', 'US20190147278A1', 'CN103547998B', 'US9104828B2', 'EP1532496B1', 'JP5387866B2', 'US10417236B2', 'JP4921638B2', 'US8713223B2', 'US9916145B2', 'US20140129802A1', 'US7392229B2', 'US7464254B2', 'CN109997154A', 'US10152113B2', 'US10157208B2', 'US20200285604A1', 'US9026485B2']","
A device includes a match element that includes a first data input configured to receive a first result, wherein the first result is of an analysis performed on at least a portion of a data stream by an element of a state machine. The match element also includes a second data input configured to receive a second result, wherein the second result is of an analysis performed on at least a portion of the data stream by another element of the state machine. The match element further includes an output configured to selectively provide the first result or the second result.
",G06,2020,"
a device includes a match element that includes a first data input configured to receive a first result wherein the first result is of an analysis performed on at least a portion of a data stream by an element of a state machine the match element also includes a second data input configured to receive a second result wherein the second result is of an analysis performed on at least a portion of the data stream by another element of the state machine the match element further includes an output configured to selectively provide the first result or the second result
",6,G06_6,2,6.0,6.0
US10572414B2,797,Methods and systems for devices with self-selecting bus decoder ,2020-02-25,"['US5649128A', 'US9535861B2', 'US8601013B2', 'US9866218B2', 'US9817678B2', 'JP4128956B2', 'JP2018533120A', 'US7149820B2', 'US9454322B2', 'US20170060422A1', 'US10509995B2', 'US20190042611A1', 'JP2571673B2', 'US10366009B2', 'US7287101B2', 'US20200334533A1', 'CN102741859B', 'US10909452B2', 'JP4768990B2', 'US9934034B2', 'US10089086B2', 'US9886017B2', 'US7958298B2', 'TWI625631B', 'US8392824B2']","
Disclosed are methods and devices, among which is a device that uses a memory map to identify whether functionality of the device should be implemented. The device may be coupled to a separate device, and, in some embodiments, the device may determine and provide a response of the device to requests from the separate device.
",G06,2020,"
disclosed are methods and devices among which is a device that uses a memory map to identify whether functionality of the device should be implemented the device may be coupled to a separate device and in some embodiments the device may determine and provide a response of the device to requests from the separate device
",4,G06_4,2,6.0,6.0
US8725961B2,798,"Systems, methods, and devices for configuring a device ",2014-05-13,"['US9535861B2', 'US9866218B2', 'US9817678B2', 'US10733508B2', 'US6526474B1', 'CN102272713B', 'US9454322B2', 'CN102483719B', 'CN102272715B', 'US10540093B2', 'US10019161B2', 'US10366009B2', 'JP6362316B2', 'US7657696B2', 'US8347047B2', 'JP2745949B2', 'US7707354B2', 'US10909452B2', 'US9934034B2', 'JP6177418B2', 'US7392229B2', 'KR880000299B1', 'US9886017B2', 'CN102232216B', 'US20200117977A1']","
Disclosed are methods and devices, among which is a method for configuring an electronic device. In one embodiment, an electronic device may include one or more memory locations having stored values representative of the capabilities of the device. According to an example configuration method, a configuring system may access the device capabilities from the one or more memory locations and configure the device based on the accessed device capabilities.
",G06,2014,"
disclosed are methods and devices among which is a method for configuring an electronic device in one embodiment an electronic device may include one or more memory locations having stored values representative of the capabilities of the device according to an example configuration method a configuring system may access the device capabilities from the one or more memory locations and configure the device based on the accessed device capabilities
",4,G06_4,2,6.0,6.0
US9164940B2,799,Methods and systems to accomplish variable width data input ,2015-10-20,"['TWI569206B', 'US7539032B2', 'US10733508B2', 'CN104067282B', 'JP2014182810A', 'US10366009B2', 'US20080071780A1', 'US10606787B2', 'KR101873619B1', 'JP2745949B2', 'EP1994474B1', 'CN102741859B', 'CA1181866A', 'KR101012623B1', 'US10909452B2', 'JP6207605B2', 'JP6181074B2', 'US20050232020A1', 'US9934034B2', 'CN103988212B', 'CN102272714B', 'US4384325A', 'US20050050237A1', 'US7533273B2', 'US7308561B2']","
Disclosed are methods and systems for variable width data input to a pattern-recognition processor. A variable width data input method may include receiving bytes over a data bus having a first width and receiving one or more signals indicating the validity of each of the one or more bytes. The valid bytes may be sequentially provided to a pattern-recognition processor in an 8-bit wide data stream. In an embodiment, a system may include one or more address lines configured to provide the one or more signals indicating the validity of the bytes transferred over the data bus. The system may include a buffer and control logic to sequentially process the valid bytes.
",G06,2015,"
disclosed are methods and systems for variable width data input to a pattern-recognition processor a variable width data input method may include receiving bytes over a data bus having a first width and receiving one or more signals indicating the validity of each of the one or more bytes the valid bytes may be sequentially provided to a pattern-recognition processor in an 8-bit wide data stream in an embodiment a system may include one or more address lines configured to provide the one or more signals indicating the validity of the bytes transferred over the data bus the system may include a buffer and control logic to sequentially process the valid bytes
",2,G06_2,2,6.0,6.0
US9026485B2,977,Pattern-recognition processor with matching-data reporting module ,2015-05-05,"['JP4365162B2', 'US9817678B2', 'US7680852B2', 'US20170261956A1', 'US10733508B2', 'US9454322B2', 'TWI502502B', 'CN104011723B', 'KR20050073429A', 'US10606787B2', 'JP2511435B2', 'CN102741859B', 'KR101012623B1', 'US9787706B1', 'US10558804B2', 'JP6051212B2', 'US7792810B1', 'US9934034B2', 'CN102232216B', 'CN102272776B', 'US20200117977A1', 'US7146643B2', 'KR101858311B1']","
Disclosed are methods and devices, among which is a device that includes a pattern-recognition processor. The pattern-recognition processor may include a matching-data reporting module, which may have a buffer and a match event table. The buffer may be coupled to a data stream and configured to store at least part of the data stream, and the match event table may be configured to store data indicative of a buffer location corresponding with a start of a search criterion being satisfied.
",G06,2015,"
disclosed are methods and devices among which is a device that includes a pattern-recognition processor the pattern-recognition processor may include a matching-data reporting module which may have a buffer and a match event table the buffer may be coupled to a data stream and configured to store at least part of the data stream and the match event table may be configured to store data indicative of a buffer location corresponding with a start of a search criterion being satisfied
",2,G06_2,2,6.0,6.0
